Price,House Type,SQFT,Bedrooms,Bathrooms,Suburb,City,Zip Code,Price_per_SQFT,Country,Condition,Built,Remodeled
"$750,000.00 ",Apartment,815,2,2,Wimbledon,London,0,$920.25 ,England,1,1929,2004
"$939,999.00 ",House,1171,3,3, Wandsworth,London,0,$802.73 ,England,3,1921,2004
"$655,000.00 ",Apartment,761,2,2,Riverside Quarter,London,0,$860.71 ,England,1,1858,2007
"$995,000.00 ",Apartment,1041,2,2,St. John's Wood,London,0,$955.81 ,England,4,1966,2011
"$675,000.00 ",Apartment,757,2,2, Haggerston,London,0,$891.68 ,England,3,1961,2014
"$1,300,000.00 ",House,1626,4,4,,Twickenham,0,$799.51 ,England,2,1881,2008
"$1,095,000.00 ",House,1322,3,3,Egerton Drive,Middlesex,0,$828.29 ,England,2,1972,2010
"$1,050,000.00 ",House,2562,4,4, Watford,Hertfordshire,0,$409.84 ,England,5,1975,2005
"$625,000.00 ",Apartment,946,2,2,Battersea,London,0,$660.68 ,England,5,1974,2014
"$795,000.00 ",Apartment,666,2,2,Maida Vale,London,0,"$1,193.69 ",England,2,1866,2011
"$1,445,000.00 ",House,2468,6,6,Woodford Green,Essex,0,$585.49 ,England,5,1852,2016
"$5,950,000.00 ",New development,1916,2,2,66 Chiltern Street,London,0,"$3,105.43 ",England,2,1920,2010
"$830,000.00 ",Apartment,813,2,2,,London,0,"$1,020.91 ",England,3,1978,2005
"$495,000.00 ",Apartment,758,3,3,Lofting Road,London,0,$653.03 ,England,3,1969,2000
"$699,950.00 ",Apartment,935,3,3,Fulham Road,London,0,$748.61 ,England,5,1865,2010
"$1,350,000.00 ",House,1636,4,4,,London,0,$825.18 ,England,3,1880,2010
"$400,000.00 ",Apartment,764,2,2,Hanger Lane,London,0,$523.56 ,England,4,1903,2023
"$865,000.00 ",Apartment,559,2,2,,London,0,"$1,547.41 ",England,1,1888,2003
"$1,100,000.00 ",House,1345,4,4,East Sheen,London,0,$817.84 ,England,1,1906,2022
"$1,250,000.00 ",House,2176,4,4,,London,0,$574.45 ,England,5,1864,2001
"$4,416,000.00 ",New development,1847,3,3,Water Lane,London,0,"$2,390.90 ",England,5,1942,2014
"$699,950.00 ",Apartment,831,2,2,Battersea,London,0,$842.30 ,England,4,1915,2001
"$1,995,000.00 ",Apartment,1575,3,3,Belgravia,London,0,"$1,266.67 ",England,3,1905,2008
"$625,000.00 ",Apartment,694,2,2,,London,0,$900.58 ,England,5,1952,2006
"$2,395,000.00 ",House,5300,7,7,Loughton,Essex,0,$451.89 ,England,1,1919,2019
"$570,000.00 ",Apartment,642,2,2,Islington,London,0,$887.85 ,England,3,1931,2005
"$450,000.00 ",Apartment,595,2,2,Green Lanes,London,0,$756.30 ,England,1,1905,2011
"$695,000.00 ",Apartment,1042,3,3, Hampstead,London,0,$666.99 ,England,5,1929,2000
"$1,375,000.00 ",House,1791,4,4,East Sheen,London,0,$767.73 ,England,3,1930,2019
"$1,550,000.00 ",House,2302,4,4,,London,0,$673.33 ,England,2,1873,2013
"$2,150,000.00 ",House,1929,5,5,Chiswick,London,0,"$1,114.57 ",England,1,1964,2014
"$1,750,000.00 ",Apartment,1660,3,3,Prince of Wales Drive,London,0,"$1,054.22 ",England,2,1901,2005
"$4,950,000.00 ",Apartment,2610,5,5,Primrose Hill,London,0,"$1,896.55 ",England,4,1979,2005
"$1,100,000.00 ",House,1685,5,5,Wandsworth,London,0,$652.82 ,England,1,1875,2023
"$995,000.00 ",Apartment,1172,3,3,Kentish Town,London,0,$848.98 ,England,5,1882,2019
"$475,000.00 ",Apartment,650,2,2,,London,0,$730.77 ,England,5,1977,2010
"$495,000.00 ",Apartment,696,1,1,1 Brightlingsea Place,London,0,$711.21 ,England,1,1877,2002
"$1,795,000.00 ",House,2605,4,4,Wimbledon,London,0,$689.06 ,England,4,1971,2020
"$1,795,000.00 ",House,2001,5,5,Wimbledon,London,0,$897.05 ,England,5,1959,2010
"$1,350,000.00 ",House,1519,3,3,Wandsworth,London,0,$888.74 ,England,3,1853,2004
"$475,000.00 ",Apartment,584,1,1,,London,0,$813.36 ,England,1,1936,2010
"$2,850,000.00 ",House,2338,4,4,Richmond,Surrey,0,"$1,218.99 ",England,3,1947,2011
"$700,000.00 ",House,947,2,2,Putney,London,0,$739.18 ,England,5,1866,2023
"$930,000.00 ",House,1834,5,5,Pinner,Middlesex,0,$507.09 ,England,3,1938,2007
"$1,575,000.00 ",House,1986,5,5,,London,0,$793.05 ,England,4,1937,2012
"$900,000.00 ",Apartment,650,2,2,34-37 Beaumont Street,Marylebone,0,"$1,384.62 ",England,2,1929,2001
"$750,000.00 ",Apartment,421,1,1,,London,0,"$1,781.47 ",England,2,1959,2005
"$2,600,000.00 ",New development,1281,2,2,,London,0,"$2,029.66 ",England,5,1861,2002
"$1,950,000.00 ",Apartment,1765,2,2,Marylebone,London,0,"$1,104.82 ",England,5,1929,2013
"$1,200,000.00 ",Apartment,852,2,2,Fitzrovia,London,0,"$1,408.45 ",England,1,1857,2011
"$840,000.00 ",Apartment,625,2,2, Marylebone,London,0,"$1,344.00 ",England,5,1946,2009
"$1,050,000.00 ",Apartment,848,3,3,Marylebone,London,0,"$1,238.21 ",England,2,1919,2002
"$1,065,000.00 ",House,2625,5,5,Loughton,Essex,0,$405.71 ,England,2,1944,2017
"$1,000,000.00 ",Apartment,862,2,2,Kensington High Street,London,0,"$1,160.09 ",England,2,1896,2016
"$1,100,000.00 ",Apartment,706,2,2,,London,0,"$1,558.07 ",England,4,1909,2010
"$800,000.00 ",Apartment,794,2,2,,London,0,"$1,007.56 ",England,3,1873,2006
"$875,000.00 ",Penthouse,972,2,2,,London,0,$900.21 ,England,3,1868,2011
"$900,000.00 ",Apartment,1055,2,2,,London,0,$853.08 ,England,4,1960,2011
"$875,000.00 ",Apartment,1210,2,2,Hampstead,London,0,$723.14 ,England,3,1900,2004
"$1,795,000.00 ",House,3796,6,6, Esher,Surrey,0,$472.87 ,England,1,1949,2010
"$935,000.00 ",House,1583,3,3,Esher,Surrey,0,$590.65 ,England,2,1866,2019
"$2,695,000.00 ",House,5164,5,5,Esher,Surrey,0,$521.88 ,England,3,1924,2019
"$2,250,000.00 ",House,2654,5,5, Chiswick,London,0,$847.78 ,England,2,1911,2005
"$1,950,000.00 ",House,2063,5,5,,London,0,$945.23 ,England,1,1967,2021
"$475,000.00 ",New development,474,1,1,1 Woodger Road,London,0,"$1,002.11 ",England,3,1916,2005
"$2,500,000.00 ",House,2235,5,5,,London,0,"$1,118.57 ",England,5,1918,2002
"$1,695,000.00 ",House,2014,5,5,,London,0,$841.61 ,England,2,1913,2017
"$550,000.00 ",New development,540,1,1,28 Quebec Way,London,0,"$1,018.52 ",England,2,1977,2003
"$2,550,000.00 ",House,1451,3,3,,London,0,"$1,757.41 ",England,1,1900,2004
"$695,000.00 ",Apartment,983,1,1,,London,0,$707.02 ,England,5,1922,2005
"$725,000.00 ",Apartment,1323,3,3,,London,0,$548.00 ,England,2,1967,2016
"$1,600,000.00 ",House,2609,5,5,Thames Ditton,Surrey,0,$613.26 ,England,4,1943,2010
"$675,000.00 ",Apartment,986,3,3,Putney,London,0,$684.58 ,England,3,1883,2006
"$1,100,000.00 ",Penthouse,1809,2,2,17 Western Gateway,London,0,$608.07 ,England,5,1871,2001
"$450,000.00 ",Apartment,566,1,1,Greenwich,London,0,$795.05 ,England,5,1929,2023
"$635,000.00 ",Apartment,840,2,2,,London,0,$755.95 ,England,5,1878,2019
"$1,500,000.00 ",House,2035,5,5,Barnes,London,0,$737.10 ,England,4,1896,2006
"$4,650,000.00 ",House,3244,6,6,,London,0,"$1,433.42 ",England,2,1851,2002
"$695,000.00 ",New development,734,2,2, Putney,London,0,$946.87 ,England,4,1891,2015
"$865,000.00 ",Apartment,1115,2,2,,London,0,$775.78 ,England,3,1897,2007
"$1,195,000.00 ",Apartment,1300,3,3,Old Brompton Road,London,0,$919.23 ,England,5,1973,2005
"$450,000.00 ",Apartment,731,2,2,8 Jude Street,London,0,$615.60 ,England,5,1895,2006
"$475,000.00 ",New development,639,1,1, West Ealing,London,0,$743.35 ,England,1,1902,2018
"$700,000.00 ",Apartment,1021,2,2,,London,0,$685.60 ,England,2,1873,2023
"$1,850,000.00 ",Apartment,1454,2,2,,London,0,"$1,272.35 ",England,2,1889,2015
"$699,950.00 ",House,918,3,3,Wimbledon,London,0,$762.47 ,England,1,1915,2008
"$700,000.00 ",House,942,3,3, Chigwell,Essex,0,$743.10 ,England,5,1932,2009
"$699,950.00 ",New development,942,2,2,Islington,London,0,$743.05 ,England,4,1962,2017
"$750,000.00 ",House,914,3,3,Wandsworth,London,0,$820.57 ,England,5,1933,2004
"$675,000.00 ",House,586,2,2,Wimbledon,London,0,"$1,151.88 ",England,2,1878,2015
"$765,000.00 ",Apartment,818,2,2,Tollgate Gardens,London,0,$935.21 ,England,2,1896,2004
"$625,000.00 ",Apartment,789,2,2,,London,0,$792.14 ,England,2,1873,2020
"$595,000.00 ",Apartment,1197,2,2, Northwood,Middlesex,0,$497.08 ,England,3,1879,2014
"$675,000.00 ",Apartment,803,3,3,,London,0,$840.60 ,England,1,1862,2010
"$1,095,000.00 ",House,1466,4,4,,London,0,$746.93 ,England,4,1866,2010
"$1,150,000.00 ",Apartment,1012,3,3,,London,0,"$1,136.36 ",England,5,1898,2021
"$860,000.00 ",Apartment,1018,2,2,,London,0,$844.79 ,England,1,1903,2014
"$2,500,000.00 ",New development,1615,3,3, Hampstead,London,0,"$1,547.99 ",England,1,1893,2006
"$3,395,000.00 ",House,3583,6,6,Putney,London,0,$947.53 ,England,1,1944,2000
"$899,950.00 ",House,1615,3,3,,London,0,$557.24 ,England,5,1872,2002
"$1,200,000.00 ",Apartment,1077,2,2, Victoria,London,0,"$1,114.21 ",England,3,1893,2011
"$595,000.00 ",Apartment,947,3,3,Southfields,London,0,$628.30 ,England,4,1977,2021
"$375,000.00 ",Apartment,402,1,1,Sunnyside,London,0,$932.84 ,England,1,1892,2008
"$1,180,000.00 ",Apartment,1732,3,3, Kingston upon Thames,Surrey,0,$681.29 ,England,2,1918,2011
"$1,800,000.00 ",House,2626,5,5,Southfields,London,0,$685.45 ,England,2,1929,2021
"$2,750,000.00 ",House,4180,5,5,Wimbledon,London,0,$657.89 ,England,4,1970,2019
"$575,000.00 ",Apartment,680,2,2,Wandsworth,London,0,$845.59 ,England,3,1889,2023
"$1,550,000.00 ",House,2265,5,5,,London,0,$684.33 ,England,4,1930,2007
"$1,695,000.00 ",Apartment,1636,4,4,Marylebone,London,0,"$1,036.06 ",England,2,1853,2016
"$600,000.00 ",Apartment,514,1,1,Elm Tree Road,London,0,"$1,167.32 ",England,4,1850,2018
"$2,700,000.00 ",House,3705,6,6,Kingston upon Thames,Surrey,0,$728.74 ,England,2,1971,2002
"$699,950.00 ",Apartment,816,2,2,Putney,London,0,$857.78 ,England,4,1901,2019
"$1,225,000.00 ",House,1450,3,3,Putney,London,0,$844.83 ,England,2,1930,2012
"$950,000.00 ",New development,849,3,3,King's Cross,London,0,"$1,118.96 ",England,1,1854,2011
"$799,999.00 ",Apartment,483,1,1,Primrose Hill,London,0,"$1,656.31 ",England,5,1944,2012
"$1,725,000.00 ",House,2512,5,5,Ruislip,Middlesex,0,$686.70 ,England,3,1931,2000
"$550,000.00 ",Apartment,1899,2,2, Northwood,Middlesex,0,$289.63 ,England,1,1900,2012
"$925,000.00 ",Apartment,635,1,1,,London,0,"$1,456.69 ",England,5,1880,2011
"$1,625,000.00 ",House,2056,4,4,,London,0,$790.37 ,England,2,1907,2016
"$825,000.00 ",Apartment,840,2,2,,London,0,$982.14 ,England,5,1870,2006
"$900,000.00 ",Apartment,1170,3,3,,London,0,$769.23 ,England,1,1864,2019
"$550,000.00 ",Apartment,790,2,2,,London,0,$696.20 ,England,2,1959,2016
"$1,500,000.00 ",Apartment,1186,3,3, Marylebone,London,0,"$1,264.76 ",England,4,1939,2014
"$750,000.00 ",Apartment,627,1,1,30 Gatliff Road,London,0,"$1,196.17 ",England,2,1895,2015
"$1,695,000.00 ",Apartment,1187,2,2,,London,0,"$1,427.97 ",England,2,1888,2023
"$599,950.00 ",Apartment,432,1,1,Islington,London,0,"$1,388.77 ",England,4,1887,2018
"$2,399,500.00 ",House,2222,4,4,,London,0,"$1,079.88 ",England,1,1860,2023
"$950,000.00 ",Apartment,929,3,3,,London,0,"$1,022.60 ",England,2,1901,2003
"$875,000.00 ",Apartment,918,2,2,,London,0,$953.16 ,England,1,1941,2010
"$2,250,000.00 ",House,1642,4,4,Barnsbury,London,0,"$1,370.28 ",England,2,1911,2002
"$4,395,000.00 ",House,3292,5,5,Hampstead,London,0,"$1,335.05 ",England,4,1961,2018
"$439,950.00 ",Apartment,466,1,1,Makepeace Avenue,London,0,$944.10 ,England,4,1914,2014
"$1,795,000.00 ",House,1669,4,4,Hornsey Lane,London,0,"$1,075.49 ",England,5,1949,2015
"$699,950.00 ",Apartment,734,2,2,,London,0,$953.61 ,England,5,1977,2014
"$815,000.00 ",Apartment,969,3,3,Fulham,London,0,$841.07 ,England,2,1947,2011
"$1,375,000.00 ",House,1427,4,4,,London,0,$963.56 ,England,5,1955,2006
"$1,630,000.00 ",House,3457,6,6,Esher,Surrey,0,$471.51 ,England,1,1918,2020
"$1,195,000.00 ",House,1953,5,5,Thames Ditton,Surrey,0,$611.88 ,England,2,1911,2018
"$1,595,000.00 ",House,3110,4,4,Thames Ditton,Surrey,0,$512.86 ,England,5,1953,2011
"$1,850,000.00 ",House,2739,5,5,Esher,Surrey,0,$675.43 ,England,2,1874,2011
"$725,000.00 ",Apartment,1328,3,3, Esher,Surrey,0,$545.93 ,England,5,1969,2022
"$895,000.00 ",Apartment,1255,2,2, Esher,Surrey,0,$713.15 ,England,2,1919,2021
"$775,000.00 ",House,1160,3,3,Esher,Surrey,0,$668.10 ,England,4,1875,2018
"$2,250,000.00 ",Apartment,1700,3,3,,London,0,"$1,323.53 ",England,3,1856,2004
"$2,650,000.00 ",Apartment,1393,2,2,,London,0,"$1,902.37 ",England,1,1942,2000
"$480,000.00 ",Apartment,732,2,2,32 Duckett Street,London,0,$655.74 ,England,1,1921,2014
"$1,975,000.00 ",House,2827,6,6,,London,0,$698.62 ,England,2,1974,2023
"$625,000.00 ",House,638,2,2,,London,0,$979.62 ,England,2,1873,2008
"$1,850,000.00 ",House,2286,4,4,,London,0,$809.27 ,England,4,1978,2001
"$1,600,000.00 ",House,2201,5,5,,London,0,$726.94 ,England,2,1955,2000
"$399,995.00 ",Apartment,553,1,1,Greenwich,London,0,$723.32 ,England,2,1925,2002
"$1,350,000.00 ",House,1628,4,4,Chiswick,London,0,$829.24 ,England,5,1977,2009
"$760,000.00 ",House,919,2,2,Chiswick,London,0,$826.99 ,England,5,1866,2014
"$1,600,000.00 ",House,1983,4,4, Chiswick,London,0,$806.86 ,England,1,1928,2012
"$500,000.00 ",Apartment,373,1,1,Chelsea,London,0,"$1,340.48 ",England,3,1889,2009
"$2,350,000.00 ",House,2200,5,5,Barnes,London,0,"$1,068.18 ",England,5,1883,2001
"$1,325,000.00 ",House,1476,3,3,Barnes,London,0,$897.70 ,England,2,1916,2006
"$1,350,000.00 ",House,1707,4,4,,London,0,$790.86 ,England,5,1899,2017
"$850,000.00 ",Apartment,906,2,2,49 Atalanta Street,London,0,$938.19 ,England,2,1952,2007
"$1,500,000.00 ",Apartment,2024,4,4,Brackenbury Village,London,0,$741.11 ,England,5,1855,2019
"$1,090,000.00 ",New development,923,2,2,101 Wood Lane,London,0,"$1,180.93 ",England,1,1975,2001
"$1,425,000.00 ",Apartment,1067,2,2,6 Wood Crescent,London,0,"$1,335.52 ",England,3,1976,2016
"$925,000.00 ",House,1518,4,4,,London,0,$609.35 ,England,1,1933,2017
"$1,080,000.00 ",House,1435,3,3,,London,0,$752.61 ,England,4,1953,2022
"$1,100,000.00 ",Apartment,942,2,2,Albert Bridge Road,London,0,"$1,167.73 ",England,5,1944,2016
"$1,000,000.00 ",House,1523,4,4,Battersea,London,0,$656.60 ,England,2,1957,2012
"$2,500,000.00 ",Apartment,1717,2,2, Battersea,London,0,"$1,456.03 ",England,4,1864,2012
"$650,000.00 ",Apartment,509,1,1,,London,0,"$1,277.01 ",England,2,1965,2004
"$500,000.00 ",Apartment,815,3,3,,London,0,$613.50 ,England,5,1915,2021
"$499,999.00 ",Apartment,360,1,1,Little Venice,London,0,"$1,388.89 ",England,1,1937,2020
"$800,000.00 ",Apartment,558,2,2,Fitzrovia,London,0,"$1,433.69 ",England,3,1963,2017
"$1,140,000.00 ",New development,580,1,1, Fitzrovia,London,0,"$1,965.52 ",England,4,1878,2021
"$2,150,000.00 ",Apartment,1969,3,3, Marylebone,London,0,"$1,091.92 ",England,5,1963,2019
"$2,000,000.00 ",Apartment,1415,2,2,,London,0,"$1,413.43 ",England,1,1929,2006
"$1,475,000.00 ",House,2366,4,4,,London,0,$623.42 ,England,2,1941,2016
"$695,000.00 ",Apartment,429,1,1,,London,0,"$1,620.05 ",England,3,1921,2009
"$1,895,000.00 ",Penthouse,1447,3,3,35 Pembroke Road,London,0,"$1,309.61 ",England,2,1930,2022
"$500,000.00 ",Apartment,563,1,1,,52 Holloway Road,0,$888.10 ,England,4,1908,2016
"$585,000.00 ",Apartment,750,2,2,,London,0,$780.00 ,England,3,1978,2021
"$1,525,000.00 ",House,1750,4,4,Hackney,London,0,$871.43 ,England,3,1948,2001
"$1,500,000.00 ",Apartment,1311,3,3, Longfield Avenue,London,0,"$1,144.16 ",England,3,1860,2012
"$2,950,000.00 ",House,4125,6,6,Ealing,London,0,$715.15 ,England,3,1871,2011
"$2,950,000.00 ",House,3165,5,5,Ealing,London,0,$932.07 ,England,4,1938,2011
"$765,000.00 ",House,1143,3,3,Surbiton,Surrey,0,$669.29 ,England,5,1904,2019
"$1,050,000.00 ",House,1949,4,4,Surbiton,Surrey,0,$538.74 ,England,1,1942,2021
"$850,000.00 ",House,1326,3,3,East Sheen,London,0,$641.03 ,England,3,1930,2005
"$999,500.00 ",Apartment,796,2,2,22 Wapping High Street,London,0,"$1,255.65 ",England,2,1928,2018
"$525,000.00 ",Apartment,714,2,2,,London,0,$735.29 ,England,2,1954,2013
"$550,000.00 ",Apartment,701,2,2,Balham,London,0,$784.59 ,England,2,1941,2007
"$1,350,000.00 ",House,1605,4,4,,London,0,$841.12 ,England,3,1963,2019
"$825,000.00 ",Apartment,753,2,2,,London,0,"$1,095.62 ",England,3,1908,2012
"$699,995.00 ",Apartment,791,2,2, Canary Wharf,London,0,$884.95 ,England,1,1880,2007
"$590,000.00 ",House,1271,4,4,,London,0,$464.20 ,England,2,1927,2021
"$1,650,000.00 ",House,2042,5,5, Fulham,London,0,$808.03 ,England,1,1909,2009
"$625,000.00 ",Apartment,776,1,1,3 Forfar Road,London,0,$805.41 ,England,3,1940,2013
"$750,000.00 ",Apartment,789,2,2,Islington,London,0,$950.57 ,England,2,1914,2004
"$539,000.00 ",Apartment,610,2,2,Whiston Road,London,0,$883.61 ,England,3,1923,2013
"$699,950.00 ",Apartment,602,2,2,North Kensington,London,0,"$1,162.71 ",England,4,1946,2008
"$1,500,000.00 ",House,1580,4,4,,London,0,$949.37 ,England,3,1958,2023
"$2,500,000.00 ",House,3058,6,6,,London,0,$817.53 ,England,2,1921,2005
"$1,495,000.00 ",Apartment,886,2,2,,London,0,"$1,687.36 ",England,2,1915,2022
"$1,100,000.00 ",Apartment,1058,2,2,Lafone Street,London,0,"$1,039.70 ",England,1,1893,2007
"$3,000,000.00 ",Apartment,6049,5,5,,London,0,$495.95 ,England,5,1954,2011
"$2,695,000.00 ",House,2938,6,6,,London,0,$917.29 ,England,3,1949,2002
"$725,000.00 ",Apartment,800,2,2,59 Lurline Gardens,London,0,$906.25 ,England,1,1929,2001
"$1,700,000.00 ",Apartment,1303,3,3,Belgrave Gardens,London,0,"$1,304.68 ",England,5,1957,2013
"$3,350,000.00 ",House,3564,4,4,Islington,London,0,$939.96 ,England,1,1915,2014
"$999,995.00 ",House,1855,3,3,,London,0,$539.08 ,England,5,1917,2003
"$3,650,000.00 ",House,3070,5,5,Belsize Park,London,0,"$1,188.93 ",England,5,1860,2013
"$1,295,000.00 ",Apartment,1471,2,2,,London,0,$880.35 ,England,5,1898,2003
"$1,395,000.00 ",Apartment,847,2,2,,London,0,"$1,646.99 ",England,5,1858,2002
"$2,850,000.00 ",Apartment,1091,2,2,Mayfair,London,0,"$2,612.28 ",England,1,1891,2019
"$470,000.00 ",Apartment,531,1,1,,London,0,$885.12 ,England,1,1940,2009
"$830,000.00 ",Apartment,551,1,1,70 Buckingham Gate,London,0,"$1,506.35 ",England,2,1909,2003
"$1,250,000.00 ",House,1872,4,4,,London,0,$667.74 ,England,2,1962,2010
"$895,000.00 ",Apartment,836,2,2,Pimlico,London,0,"$1,070.57 ",England,3,1913,2002
"$8,000,000.00 ",House,6713,8,8,Wimbledon,London,0,"$1,191.72 ",England,5,1863,2005
"$825,000.00 ",House,1443,3,3,Whitehead Close,London,0,$571.73 ,England,4,1914,2020
"$625,000.00 ",Apartment,925,3,3,Banbury Road,London,0,$675.68 ,England,3,1958,2010
"$2,500,000.00 ",Apartment,1033,3,3,,London,0,"$2,420.14 ",England,5,1937,2014
"$4,000,000.00 ",Apartment,1948,3,3,,London,0,"$2,053.39 ",England,4,1866,2006
"$3,950,000.00 ",Apartment,2573,3,3,34 De Vere Gardens,London,0,"$1,535.17 ",England,4,1921,2021
"$675,000.00 ",Apartment,722,2,2,Canonbury,London,0,$934.90 ,England,2,1899,2008
"$925,000.00 ",Apartment,969,2,2,Star Place,London,0,$954.59 ,England,2,1855,2006
"$1,550,000.00 ",House,1963,4,4,,London,0,$789.61 ,England,2,1850,2012
"$999,950.00 ",Apartment,927,2,2,Albert Bridge Road,London,0,"$1,078.69 ",England,1,1862,2023
"$715,000.00 ",Apartment,969,2,2, Canary Wharf,London,0,$737.87 ,England,5,1857,2013
"$1,650,000.00 ",House,1869,4,4,Barnes,London,0,$882.83 ,England,4,1895,2021
"$2,650,000.00 ",House,2314,5,5,Islington,London,0,"$1,145.20 ",England,3,1936,2017
"$850,000.00 ",Penthouse,1249,3,3, Shoreditch,London,0,$680.54 ,England,3,1877,2005
"$475,000.00 ",Apartment,477,1,1,Hoxton,London,0,$995.81 ,England,1,1973,2001
"$950,000.00 ",Apartment,1190,2,2,,London,0,$798.32 ,England,1,1886,2018
"$1,250,000.00 ",House,1658,4,4,Wandsworth,London,0,$753.92 ,England,1,1850,2022
"$2,500,000.00 ",House,2960,5,5,Chiswick,London,0,$844.59 ,England,5,1951,2004
"$1,950,000.00 ",House,2817,6,6,Esher,Surrey,0,$692.23 ,England,2,1862,2009
"$2,950,000.00 ",Penthouse,2128,3,3,20 Nine Elms Lane,London,0,"$1,386.28 ",England,1,1928,2009
"$1,395,000.00 ",Apartment,1150,2,2,,London,0,"$1,213.04 ",England,4,1869,2018
"$1,300,000.00 ",Penthouse,1476,3,3,Downs Road,London,0,$880.76 ,England,5,1976,2019
"$1,025,000.00 ",Apartment,947,3,3,Albert Bridge Road,London,0,"$1,082.37 ",England,5,1959,2005
"$650,000.00 ",House,997,2,2,,London,0,$651.96 ,England,4,1944,2008
"$2,000,000.00 ",House,2593,4,4,Harrow On The Hill,Middlesex,0,$771.31 ,England,5,1949,2007
"$950,000.00 ",House,1298,4,4,,London,0,$731.90 ,England,4,1934,2015
"$500,000.00 ",Apartment,572,1,1, Highbury,London,0,$874.13 ,England,2,1882,2007
"$1,200,000.00 ",House,1125,3,3,,London,0,"$1,066.67 ",England,2,1976,2013
"$625,000.00 ",Apartment,842,1,1,Shoreditch,London,0,$742.28 ,England,5,1900,2009
"$1,350,000.00 ",House,1873,5,5,Wandsworth,London,0,$720.77 ,England,3,1959,2019
"$1,899,950.00 ",House,1250,3,3,,London,0,"$1,519.96 ",England,4,1853,2022
"$2,100,000.00 ",Apartment,1556,4,4,Morpeth Terrace,London,0,"$1,349.61 ",England,3,1884,2014
"$3,900,000.00 ",House,2139,3,3,,London,0,"$1,823.28 ",England,4,1949,2009
"$39,750,000.00 ",New development,5623,5,5,Mayfair,London,0,"$7,069.18 ",England,2,1865,2019
"$14,250,000.00 ",New development,2415,3,3,Mayfair,London,0,"$5,900.62 ",England,5,1882,2021
"$1,300,000.00 ",Apartment,1986,3,3,,London,0,$654.58 ,England,4,1879,2015
"$730,000.00 ",Apartment,693,2,2,Westminster,London,0,"$1,053.39 ",England,4,1913,2006
"$409,950.00 ",Apartment,463,1,1,,London,0,$885.42 ,England,1,1863,2007
"$735,000.00 ",Apartment,983,3,3,Wandsworth,London,0,$747.71 ,England,1,1870,2023
"$495,000.00 ",Apartment,499,1,1,Old Street,London,0,$991.98 ,England,1,1889,2007
"$875,000.00 ",Apartment,898,1,1, Shoreditch,London,0,$974.39 ,England,1,1879,2002
"$1,250,000.00 ",Apartment,913,2,2,,London,0,"$1,369.11 ",England,1,1942,2008
"$700,000.00 ",Apartment,870,2,2,Maida Vale,London,0,$804.60 ,England,5,1972,2015
"$8,250,000.00 ",New development,1455,2,2,Mayfair,London,0,"$5,670.10 ",England,3,1881,2023
"$835,000.00 ",Apartment,878,2,2,,London,0,$951.03 ,England,2,1914,2003
"$800,000.00 ",New development,920,3,3,Hackney,London,0,$869.57 ,England,4,1926,2020
"$1,950,000.00 ",House,2006,5,5,,London,0,$972.08 ,England,2,1943,2019
"$725,000.00 ",House,904,3,3,,London,0,$801.99 ,England,1,1877,2018
"$900,000.00 ",Apartment,802,2,2, Clerkenwell,London,0,"$1,122.19 ",England,3,1907,2015
"$800,000.00 ",Apartment,532,1,1,Mayfair,London,0,"$1,503.76 ",England,3,1938,2000
"$2,550,000.00 ",House,2679,5,5,Chiswick,London,0,$951.85 ,England,3,1934,2007
"$1,400,000.00 ",Bungalow,2921,4,4, Uxbridge,Middlesex,0,$479.29 ,England,1,1874,2019
"$675,000.00 ",Apartment,676,1,1,Maida Vale,London,0,$998.52 ,England,1,1960,2009
"$725,000.00 ",Apartment,875,2,2,,London,0,$828.57 ,England,2,1974,2011
"$3,950,000.00 ",Apartment,2780,3,3,8 High Timber Street,London,0,"$1,420.86 ",England,4,1882,2012
"$4,750,000.00 ",House,8590,7,7,Oxshott,Surrey,0,$552.97 ,England,2,1969,2016
"$2,250,000.00 ",House,2736,5,5,Chiswick,London,0,$822.37 ,England,3,1937,2019
"$4,300,000.00 ",House,9623,7,7,Oxshott,Surrey,0,$446.85 ,England,3,1926,2023
"$2,550,000.00 ",House,3753,7,7,,London,0,$679.46 ,England,3,1856,2012
"$5,500,000.00 ",House,4292,6,6,Wandsworth,London,0,"$1,281.45 ",England,2,1859,2013
"$435,000.00 ",Apartment,465,1,1,,London,0,$935.48 ,England,3,1931,2000
"$499,950.00 ",Apartment,666,1,1,,London,0,$750.68 ,England,2,1930,2013
"$1,800,000.00 ",House,2098,4,4,,Twickenham,0,$857.96 ,England,5,1852,2015
"$435,000.00 ",Apartment,506,1,1,,London,0,$859.68 ,England,3,1880,2021
"$995,000.00 ",Apartment,747,2,2,Westminster,London,0,"$1,331.99 ",England,5,1915,2005
"$1,550,000.00 ",Apartment,1315,3,3,21 Highbury Crescent,London,0,"$1,178.71 ",England,4,1867,2023
"$3,600,000.00 ",House,2600,4,4,,London,0,"$1,384.62 ",England,4,1923,2017
"$750,000.00 ",Apartment,709,2,2,,London,0,"$1,057.83 ",England,4,1853,2023
"$680,000.00 ",Apartment,581,2,2,Pimlico,London,0,"$1,170.40 ",England,2,1862,2004
"$1,395,000.00 ",House,1428,5,5,Holloway,London,0,$976.89 ,England,4,1912,2010
"$575,000.00 ",Apartment,745,2,2,Enid Street,London,0,$771.81 ,England,1,1962,2020
