Price,Bedrooms,Bathrooms,SQFT,Price_per_SQFT,House Type,Condition,Built,Remodeled,Suburb,City,Zip Code,Country
"$750,000.00 ",4,3,2050,$365.85 ,House,4,1987,0,None,Seattle,98112,USA
"$290,000.00 ",4,3,2390,$121.34 ,House,3,1974,0,None,Renton,98057,USA
"$270,000.00 ",4,3,1990,$135.68 ,House,3,1999,0,None,Auburn,98002,USA
"$229,950.00 ",4,2,1300,$176.88 ,House,4,1969,0,None,Federal Way,98001,USA
"$234,999.00 ",3,1,1330,$176.69 ,House,3,1948,1994,None,SeaTac,98188,USA
"$265,000.00 ",2,1,1000,$265.00 ,House,3,1960,2012,None,Duvall,98019,USA
"$367,300.00 ",4,3,2190,$167.72 ,House,3,1993,0,None,Auburn,98001,USA
"$550,000.00 ",3,2,1380,$398.55 ,House,3,1900,2000,None,Seattle,98122,USA
"$743,700.00 ",4,3,2610,$284.94 ,House,3,1988,2000,None,Redmond,98053,USA
"$352,750.00 ",2,2,1060,$332.78 ,House,3,2008,0,None,Seattle,98144,USA
"$403,950.00 ",2,1,710,$568.94 ,House,4,1943,0,None,Seattle,98102,USA
"$980,000.00 ",4,3,2730,$358.97 ,House,5,1909,1988,None,Seattle,98119,USA
"$585,000.00 ",4,2,2470,$236.84 ,House,3,1937,1999,None,Vashon,98070,USA
"$554,000.00 ",3,2,1760,$314.77 ,House,3,1977,2004,None,Bellevue,98005,USA
"$546,000.00 ",3,3,1530,$356.86 ,House,3,1998,2006,None,Bellevue,98007,USA
"$280,000.00 ",2,2,1610,$173.91 ,House,2,1948,0,None,Snoqualmie,98065,USA
"$212,500.00 ",2,2,1030,$206.31 ,House,4,1938,0,None,Seattle,98168,USA
"$739,000.00 ",4,3,2800,$263.93 ,House,3,1999,0,None,Carnation,98014,USA
"$428,000.00 ",3,2,1310,$326.72 ,House,3,1986,0,None,Seattle,98103,USA
"$965,000.00 ",4,2,3160,$305.38 ,House,4,1981,0,None,Woodinville,98072,USA
"$364,900.00 ",3,3,2500,$145.96 ,House,3,1997,0,None,Kent,98031,USA
"$559,000.00 ",3,2,2070,$270.05 ,House,4,1948,0,None,Seattle,98117,USA
"$213,000.00 ",4,2,1980,$107.58 ,House,2,1978,0,None,Federal Way,98023,USA
"$620,000.00 ",3,3,2590,$239.38 ,House,3,2004,2003,None,Seattle,98125,USA
"$240,000.00 ",4,1,1910,$125.65 ,House,3,1934,1978,None,Seattle,98106,USA
"$852,500.00 ",3,3,2630,$324.14 ,House,4,1967,0,None,Bellevue,98006,USA
"$600,000.00 ",3,3,2630,$228.14 ,House,3,2004,2003,None,Duvall,98019,USA
"$410,000.00 ",3,3,1960,$209.18 ,House,3,2006,0,None,Snoqualmie,98065,USA
"$328,000.00 ",3,2,1440,$227.78 ,House,3,1977,2004,None,Duvall,98019,USA
"$625,000.00 ",3,2,2210,$282.81 ,House,3,1958,2004,None,Bellevue,98005,USA
"$649,950.00 ",4,3,2350,$276.57 ,House,4,1994,0,None,Woodinville,98077,USA
"$235,000.00 ",3,1,1590,$147.80 ,House,3,1944,0,None,Burien,98166,USA
"$489,000.00 ",3,4,1500,$326.00 ,House,3,2004,2003,None,Seattle,98107,USA
"$536,000.00 ",3,3,1900,$282.11 ,House,3,2005,0,None,Sammamish,98075,USA
"$400,000.00 ",4,4,2370,$168.78 ,House,3,2013,1923,None,Renton,98056,USA
"$398,000.00 ",3,3,1720,$231.40 ,House,3,2004,2003,None,Seattle,98136,USA
"$379,000.00 ",4,2,2020,$187.62 ,House,4,1960,2001,None,Renton,98059,USA
"$345,000.00 ",2,2,1340,$257.46 ,House,3,2008,0,None,Seattle,98144,USA
"$365,000.00 ",3,3,1800,$202.78 ,House,3,2011,0,None,Seattle,98126,USA
"$315,000.00 ",3,3,1480,$212.84 ,House,3,2010,0,None,Seattle,98106,USA
"$571,000.00 ",4,2,2750,$207.64 ,House,5,1916,0,None,Seattle,98125,USA
"$1,025,000.00 ",5,4,3760,$272.61 ,House,3,1983,2009,None,Kirkland,98033,USA
"$695,000.00 ",3,3,2540,$273.62 ,House,3,2005,0,None,Sammamish,98074,USA
"$225,000.00 ",3,2,1760,$127.84 ,House,3,1979,2014,None,Covington,98042,USA
"$740,000.00 ",3,3,3000,$246.67 ,House,3,1995,0,None,Redmond,98053,USA
"$315,000.00 ",4,3,1930,$163.21 ,House,4,1992,0,None,Kent,98031,USA
"$1,230,000.00 ",4,3,3040,$404.61 ,House,3,2001,0,None,Mercer Island,98040,USA
"$420,000.00 ",2,1,860,$488.37 ,House,4,1916,0,None,Seattle,98117,USA
"$310,000.00 ",3,2,1420,$218.31 ,House,4,1984,0,None,Renton,98056,USA
"$700,000.00 ",3,2,2080,$336.54 ,House,5,1954,0,None,Seattle,98117,USA
"$269,000.00 ",3,3,1560,$172.44 ,House,3,2003,0,None,Maple Valley,98038,USA
"$369,990.00 ",4,3,1960,$188.77 ,House,3,2002,0,None,Renton,98056,USA
"$800,000.00 ",3,2,1620,$493.83 ,House,4,1926,1993,None,Seattle,98119,USA
"$569,000.00 ",5,3,3670,$155.04 ,House,5,1952,1998,None,Lake Forest Park,98155,USA
"$175,000.00 ",6,2,1930,$90.67 ,House,3,1971,0,None,Burien,98146,USA
"$440,000.00 ",3,2,1290,$341.09 ,House,3,2000,0,None,Seattle,98103,USA
"$435,000.00 ",5,2,1970,$220.81 ,House,3,1986,0,None,Fall City,98024,USA
"$345,000.00 ",3,2,1540,$224.03 ,House,4,1955,2009,None,Shoreline,98155,USA
"$558,000.00 ",4,2,2180,$255.96 ,House,3,1900,2005,None,Seattle,98122,USA
"$475,000.00 ",2,2,1490,$318.79 ,House,3,1983,2009,None,Auburn,98092,USA
"$490,000.00 ",3,2,2220,$220.72 ,House,3,1980,0,None,Issaquah,98027,USA
"$335,000.00 ",3,2,2430,$137.86 ,House,4,1978,2000,None,Renton,98059,USA
"$350,000.00 ",2,1,1392,$251.44 ,House,4,1978,2000,None,Vashon,98070,USA
"$100,000.00 ",4,1,1120,$89.29 ,House,3,1939,1969,None,Renton,98057,USA
"$417,500.00 ",4,1,1390,$300.36 ,House,4,1941,1998,None,Seattle,98177,USA
"$253,000.00 ",3,2,2040,$124.02 ,House,3,1962,2003,None,Tukwila,98188,USA
"$1,240,000.00 ",5,3,2830,$438.16 ,House,3,1923,1998,None,Seattle,98105,USA
"$490,000.00 ",4,3,3020,$162.25 ,House,4,1994,0,None,Covington,98042,USA
"$470,000.00 ",3,2,2290,$205.24 ,House,3,1965,1993,None,Lake Forest Park,98155,USA
"$483,300.00 ",4,2,1210,$399.42 ,House,4,1955,2009,None,Bellevue,98006,USA
"$659,000.00 ",3,3,2510,$262.55 ,House,3,1996,0,None,Sammamish,98075,USA
"$480,000.00 ",4,2,2320,$206.90 ,House,3,1910,2006,None,Seattle,98144,USA
"$165,000.00 ",3,1,970,$170.10 ,House,3,1965,1993,None,Burien,98168,USA
"$659,500.00 ",3,2,1820,$362.36 ,House,4,1957,2001,None,Seattle,98115,USA
"$219,900.00 ",3,1,970,$226.70 ,House,4,1967,0,None,Federal Way,98003,USA
"$315,000.00 ",2,1,1740,$181.03 ,House,4,1924,0,None,Seattle,98118,USA
"$250,000.00 ",3,2,1590,$157.23 ,House,3,1984,0,None,Kent,98031,USA
"$268,000.00 ",2,1,1380,$194.20 ,House,3,1943,2002,None,Seattle,98108,USA
"$380,000.00 ",4,2,1680,$226.19 ,House,3,1959,1989,None,Shoreline,98177,USA
"$499,000.00 ",2,1,1220,$409.02 ,House,3,1926,2003,None,Seattle,98117,USA
"$285,000.00 ",2,2,1651,$172.62 ,House,3,1946,0,None,Vashon,98070,USA
"$183,000.00 ",3,2,1330,$137.59 ,House,4,1973,0,None,Auburn,98092,USA
"$1,070,000.00 ",3,3,2940,$363.95 ,House,4,1988,0,None,Seattle,98105,USA
"$429,000.00 ",3,3,1410,$304.26 ,House,3,2005,0,None,Seattle,98103,USA
"$403,000.00 ",2,1,1100,$366.36 ,House,4,1926,1993,None,Seattle,98144,USA
"$375,500.00 ",3,2,1530,$245.42 ,House,3,1975,0,None,Lake Forest Park,98155,USA
"$1,795,000.00 ",5,3,5270,$340.61 ,House,3,1977,2003,None,Mercer Island,98040,USA
"$516,200.00 ",3,2,2110,$244.64 ,House,5,1919,1934,None,Seattle,98118,USA
"$385,000.00 ",4,2,1720,$223.84 ,House,3,1971,0,None,Kirkland,98034,USA
"$515,000.00 ",3,3,1800,$286.11 ,House,3,1996,0,None,Kirkland,98034,USA
"$375,000.00 ",4,3,2210,$169.68 ,House,3,1999,0,None,Burien,98148,USA
"$650,000.00 ",4,2,2560,$253.91 ,House,4,1973,0,None,Kirkland,98034,USA
"$306,888.00 ",2,2,1010,$303.85 ,House,3,1981,2013,None,Renton,98056,USA
"$870,000.00 ",4,3,3340,$260.48 ,House,3,1998,2006,None,Seattle,98126,USA
"$310,000.00 ",4,1,1740,$178.16 ,House,3,1965,1993,None,Shoreline,98133,USA
"$251,750.00 ",3,2,1320,$190.72 ,House,5,1975,0,None,Kent,98031,USA
"$366,000.00 ",3,2,1520,$240.79 ,House,3,1976,0,None,Bothell,98011,USA
"$429,950.00 ",3,2,2010,$213.91 ,House,3,1951,1994,None,Seattle,98125,USA
"$710,000.00 ",3,4,2440,$290.98 ,House,3,2000,0,None,Bellevue,98005,USA
"$895,000.00 ",5,3,2550,$350.98 ,House,4,1953,1983,None,Bellevue,98004,USA
"$149,500.00 ",3,1,1010,$148.02 ,House,4,1959,0,None,Des Moines,98198,USA
"$310,000.00 ",3,3,1780,$174.16 ,House,3,1990,2009,None,Seattle,98106,USA
"$555,000.00 ",3,2,2180,$254.59 ,House,4,1930,0,None,Seattle,98126,USA
"$750,000.00 ",5,3,2750,$272.73 ,House,3,1937,1997,None,Kirkland,98033,USA
"$745,000.00 ",4,3,3490,$213.47 ,House,3,2006,0,None,Sammamish,98075,USA
"$695,000.00 ",3,3,2550,$272.55 ,House,3,2001,0,None,Redmond,98053,USA
"$433,000.00 ",3,2,1870,$231.55 ,House,3,1959,1989,None,Seattle,98118,USA
"$307,000.00 ",4,1,1150,$266.96 ,House,3,1947,2012,None,Shoreline,98155,USA
"$655,275.00 ",3,2,2050,$319.65 ,House,3,1962,2003,None,Bellevue,98006,USA
"$392,000.00 ",4,3,1940,$202.06 ,House,3,1990,2009,None,Maple Valley,98038,USA
"$1,180,000.00 ",5,4,3630,$325.07 ,House,3,2004,2003,None,Kirkland,98033,USA
"$359,950.00 ",3,2,1890,$190.45 ,House,4,1952,0,None,Shoreline,98133,USA
"$360,000.00 ",4,2,1630,$220.86 ,House,5,1968,0,None,Woodinville,98077,USA
"$566,000.00 ",4,2,2440,$231.97 ,House,3,1954,2005,None,Seattle,98117,USA
"$700,000.00 ",5,3,3100,$225.81 ,House,4,1950,1982,None,Seattle,98125,USA
"$415,000.00 ",3,3,2090,$198.56 ,House,3,2000,0,None,Renton,98056,USA
"$199,500.00 ",3,1,920,$216.85 ,House,4,1962,0,None,Auburn,98001,USA
"$749,000.00 ",3,1,1580,$474.05 ,House,3,1926,2003,None,Seattle,98117,USA
"$680,000.00 ",3,2,1760,$386.36 ,House,4,1960,2001,None,Seattle,98136,USA
"$400,000.00 ",4,3,2530,$158.10 ,House,3,1978,0,None,Bothell,98011,USA
"$608,000.00 ",4,3,2490,$244.18 ,House,4,1983,0,None,Bothell,98011,USA
"$589,900.00 ",4,5,3870,$152.43 ,House,3,2001,0,None,Issaquah,98027,USA
"$480,000.00 ",5,3,2732,$175.70 ,House,4,1975,0,None,Federal Way,98003,USA
"$1,059,500.00 ",5,3,3230,$328.02 ,House,3,2014,0,None,Seattle,98117,USA
"$915,000.00 ",6,4,2930,$312.29 ,House,3,2013,1923,None,Bellevue,98006,USA
"$695,000.00 ",4,4,3510,$198.01 ,House,3,2001,0,None,Snoqualmie,98065,USA
"$899,900.00 ",4,3,2580,$348.80 ,House,3,2013,1923,None,Kirkland,98033,USA
"$499,950.00 ",2,2,1060,$471.65 ,House,3,2005,0,None,Seattle,98102,USA
"$533,112.00 ",4,3,2790,$191.08 ,House,3,2013,1923,None,North Bend,98045,USA
"$303,210.00 ",4,3,2009,$150.93 ,House,3,2014,0,None,Auburn,98092,USA
"$525,000.00 ",5,3,2880,$182.29 ,House,3,2006,0,None,Renton,98059,USA
"$399,950.00 ",2,1,710,$563.31 ,House,4,1943,0,None,Seattle,98102,USA
"$850,830.00 ",3,3,2070,$411.03 ,House,5,1910,0,None,Seattle,98102,USA
"$371,500.00 ",3,2,1370,$271.17 ,House,5,1964,0,None,Shoreline,98133,USA
"$522,000.00 ",3,2,1730,$301.73 ,House,4,1980,0,None,Redmond,98052,USA
"$588,000.00 ",4,2,1680,$350.00 ,House,3,1950,2005,None,Seattle,98115,USA
"$276,900.00 ",2,1,1350,$205.11 ,House,4,1952,0,None,North Bend,98045,USA
"$248,000.00 ",5,2,1510,$164.24 ,House,4,1959,0,None,SeaTac,98168,USA
"$280,000.00 ",3,3,1860,$150.54 ,House,3,1989,0,None,Federal Way,98023,USA
"$495,000.00 ",6,5,3440,$143.90 ,House,3,2007,0,None,Renton,98057,USA
"$665,000.00 ",6,3,4250,$156.47 ,House,4,1902,0,None,Seattle,98118,USA
"$290,300.00 ",2,1,860,$337.56 ,House,4,1931,0,None,Renton,98057,USA
"$527,000.00 ",2,2,1640,$321.34 ,House,3,1921,2000,None,Seattle,98105,USA
"$487,028.00 ",2,2,1295,$376.08 ,House,3,2007,0,None,Seattle,98122,USA
"$325,000.00 ",3,2,1790,$181.56 ,House,3,1978,0,None,Snoqualmie,98065,USA
"$799,000.00 ",3,2,2210,$361.54 ,House,5,1916,0,None,Seattle,98144,USA
"$7,062,500.00 ",5,5,10040,$703.44 ,House,3,1940,2001,None,Bellevue,98004,USA
"$354,000.00 ",3,1,940,$376.60 ,House,3,1965,1993,None,Redmond,98052,USA
"$262,500.00 ",3,2,1160,$226.29 ,House,3,1962,2003,None,Seattle,98118,USA
"$560,200.00 ",3,3,1990,$281.51 ,House,3,2004,2003,None,Sammamish,98075,USA
"$220,000.00 ",3,1,1050,$209.52 ,House,3,1942,1999,None,Seattle,98146,USA
"$650,000.00 ",2,1,1030,$631.07 ,House,5,1928,1970,None,Seattle,98116,USA
"$435,000.00 ",3,3,1420,$306.34 ,House,3,2004,2003,None,Seattle,98133,USA
"$800,000.00 ",4,4,2690,$297.40 ,House,4,1909,1989,None,Seattle,98119,USA
"$1,010,000.00 ",4,3,3760,$268.62 ,House,3,1987,2000,None,Redmond,98052,USA
"$200,000.00 ",2,1,700,$285.71 ,House,5,1953,0,None,Renton,98056,USA
"$295,000.00 ",5,4,2100,$140.48 ,House,3,1999,0,None,Seattle,98178,USA
"$580,379.00 ",4,3,2240,$259.10 ,House,4,1976,1992,None,Sammamish,98075,USA
"$875,000.00 ",4,3,3470,$252.16 ,House,3,1995,0,None,Woodinville,98077,USA
"$515,000.00 ",3,3,3370,$152.82 ,House,3,1951,1994,None,Shoreline,98133,USA
"$599,000.00 ",4,3,2790,$214.70 ,House,3,1989,0,None,Woodinville,98077,USA
"$285,000.00 ",3,3,1870,$152.41 ,House,3,2005,0,None,Kent,98042,USA
"$290,000.00 ",3,2,1520,$190.79 ,House,4,1968,0,None,Maple Valley,98038,USA
"$355,000.00 ",1,2,750,$473.33 ,House,4,1946,1989,None,Renton,98059,USA
"$381,000.00 ",3,2,1460,$260.96 ,House,3,1954,2005,None,Lake Forest Park,98155,USA
"$571,000.00 ",3,3,2600,$219.62 ,House,3,1988,2000,None,Bothell,98011,USA
"$852,600.00 ",4,3,3320,$256.81 ,House,5,1977,0,None,Bellevue,98006,USA
"$1,085,000.00 ",5,3,2340,$463.68 ,House,4,1922,0,None,Seattle,98144,USA
"$371,000.00 ",3,1,890,$416.85 ,House,3,1951,1994,None,Seattle,98125,USA
"$514,000.00 ",3,2,1720,$298.84 ,House,3,1986,0,None,Seattle,98136,USA
"$386,000.00 ",3,2,1270,$303.94 ,House,3,2004,2003,None,Seattle,98199,USA
"$464,000.00 ",4,3,2180,$212.84 ,House,4,1989,0,None,Renton,98059,USA
"$335,000.00 ",4,2,2030,$165.02 ,House,3,1963,2008,None,Renton,98059,USA
"$740,000.00 ",4,3,2490,$297.19 ,House,3,1979,2014,None,Seattle,98125,USA
"$465,000.00 ",4,2,1470,$316.33 ,House,3,1955,2005,None,Seattle,98125,USA
"$700,000.00 ",3,3,2500,$280.00 ,House,5,1948,1985,None,Seattle,98177,USA
"$785,000.00 ",3,4,4500,$174.44 ,House,3,2004,2003,None,Auburn,98092,USA
"$350,000.00 ",3,3,1460,$239.73 ,House,3,2006,0,None,Seattle,98126,USA
"$148,000.00 ",1,1,620,$238.71 ,House,3,1939,1969,None,Seattle,98106,USA
"$530,000.00 ",3,2,1550,$341.94 ,House,3,1927,2011,None,Seattle,98117,USA
"$349,000.00 ",3,3,1430,$244.06 ,House,3,2002,0,None,Seattle,98103,USA
"$240,000.00 ",3,2,1360,$176.47 ,House,5,1984,0,None,North Bend,98045,USA
"$330,000.00 ",3,3,2210,$149.32 ,House,3,1989,0,None,Federal Way,98023,USA
"$735,000.00 ",4,2,2460,$298.78 ,House,5,1909,1988,None,Seattle,98115,USA
"$545,000.00 ",3,3,2180,$250.00 ,House,4,1979,0,None,Sammamish,98075,USA
"$214,950.00 ",3,2,1570,$136.91 ,House,4,1977,0,None,Covington,98042,USA
"$657,500.00 ",4,3,4140,$158.82 ,House,3,2002,0,None,Auburn,98092,USA
"$476,000.00 ",3,1,1140,$417.54 ,House,4,1908,0,None,Seattle,98199,USA
"$2,888,000.00 ",5,6,8670,$333.10 ,House,3,1965,2003,None,Seattle,98177,USA
"$110,000.00 ",2,1,800,$137.50 ,House,3,1927,2011,None,Seattle,98168,USA
"$292,000.00 ",4,3,2414,$120.96 ,House,3,2006,0,None,Auburn,98002,USA
"$317,000.00 ",3,1,1160,$273.28 ,House,3,1952,2008,None,Seattle,98125,USA
"$455,000.00 ",4,3,3170,$143.53 ,House,3,2001,0,None,Auburn,98001,USA
"$1,365,000.00 ",5,4,4210,$324.23 ,House,3,1995,0,None,Bellevue,98006,USA
"$460,000.00 ",3,2,2060,$223.30 ,House,3,1929,0,None,Seattle,98126,USA
"$405,000.00 ",3,2,1640,$246.95 ,House,3,1948,1994,None,Seattle,98125,USA
"$333,000.00 ",2,1,720,$462.50 ,House,3,1942,1999,None,Seattle,98117,USA
"$427,000.00 ",4,1,1860,$229.57 ,House,1,1901,0,None,Seattle,98112,USA
"$742,000.00 ",4,3,2810,$264.06 ,House,3,1997,0,None,Sammamish,98075,USA
"$465,000.00 ",4,3,2090,$222.49 ,House,5,1965,0,None,Shoreline,98133,USA
"$809,950.00 ",4,3,3280,$246.94 ,House,3,2001,0,None,Sammamish,98074,USA
"$619,400.00 ",4,2,2090,$296.36 ,House,5,1927,0,None,Seattle,98115,USA
"$762,400.00 ",3,2,2430,$313.74 ,House,3,1949,1970,None,Mercer Island,98040,USA
"$535,000.00 ",5,2,2520,$212.30 ,House,4,1978,2000,None,Issaquah,98027,USA
"$881,000.00 ",5,3,2510,$351.00 ,House,5,1925,0,None,Seattle,98144,USA
"$813,000.00 ",4,3,3370,$241.25 ,House,4,1948,0,None,Seattle,98144,USA
"$234,000.00 ",3,2,1640,$142.68 ,House,5,1910,0,None,Auburn,98002,USA
"$308,900.00 ",3,3,2250,$137.29 ,House,3,1994,0,None,Auburn,98092,USA
"$450,000.00 ",4,3,2300,$195.65 ,House,4,1955,2009,None,North Bend,98045,USA
"$547,500.00 ",3,4,1650,$331.82 ,House,3,2010,0,None,Seattle,98103,USA
"$399,950.00 ",2,1,710,$563.31 ,House,4,1943,0,None,Seattle,98102,USA
"$516,000.00 ",4,4,2550,$202.35 ,House,3,2007,0,None,Snoqualmie,98065,USA
"$250,000.00 ",2,2,982,$254.58 ,House,3,2006,0,None,Seattle,98133,USA
"$475,000.00 ",3,2,1630,$291.41 ,House,3,2005,0,None,Issaquah,98029,USA
"$415,000.00 ",4,3,2550,$162.75 ,House,3,2009,0,None,Renton,98059,USA
"$545,000.00 ",2,1,1240,$439.52 ,House,3,2014,0,None,Seattle,98117,USA
"$329,950.00 ",3,3,2456,$134.34 ,House,3,2012,1912,None,Federal Way,98023,USA
"$1,325,000.00 ",5,2,3200,$414.06 ,House,3,1965,1993,None,Clyde Hill,98004,USA
"$784,000.00 ",3,4,3950,$198.48 ,House,3,1989,0,None,Redmond,98053,USA
"$610,750.00 ",4,2,2180,$280.16 ,House,3,1984,0,None,Sammamish,98074,USA
"$578,000.00 ",4,3,3140,$184.08 ,House,5,1966,0,None,Renton,98057,USA
"$1,485,000.00 ",4,4,4030,$368.49 ,House,3,2006,0,None,Kirkland,98033,USA
"$501,000.00 ",3,2,1970,$254.31 ,House,5,1976,0,None,Renton,98057,USA
"$465,250.00 ",5,2,1940,$239.82 ,House,3,1957,2000,None,Shoreline,98177,USA
"$2,250,000.00 ",5,4,4860,$462.96 ,House,5,1905,0,None,Seattle,98112,USA
"$1,095,000.00 ",0,0,3064,$357.38 ,House,3,1990,2009,None,Seattle,98102,USA
"$315,000.00 ",2,1,970,$324.74 ,House,4,1908,0,None,Seattle,98118,USA
"$900,000.00 ",4,2,2460,$365.85 ,House,4,1957,2001,None,Bellevue,98007,USA
"$789,500.00 ",4,3,3010,$262.29 ,House,3,2005,0,None,Redmond,98052,USA
"$678,500.00 ",3,2,2460,$275.81 ,House,4,1952,0,None,Seattle,98136,USA
"$342,500.00 ",3,2,2080,$164.66 ,House,3,2002,0,None,Enumclaw,98022,USA
"$860,000.00 ",4,3,3960,$217.17 ,House,3,2005,0,None,Sammamish,98075,USA
"$306,000.00 ",4,3,2490,$122.89 ,House,3,2001,0,None,Auburn,98092,USA
"$580,000.00 ",5,2,2060,$281.55 ,House,3,1903,2005,None,Seattle,98105,USA
"$405,000.00 ",3,1,1330,$304.51 ,House,3,1984,0,None,Sammamish,98074,USA
"$510,000.00 ",3,2,1600,$318.75 ,House,4,1967,0,None,Kirkland,98034,USA
"$173,000.00 ",2,1,820,$210.98 ,House,4,1965,0,None,Renton,98055,USA
"$210,000.00 ",4,2,1200,$175.00 ,House,3,1968,1997,None,Auburn,98092,USA
"$445,000.00 ",3,1,1050,$423.81 ,House,4,1947,1988,None,Seattle,98115,USA
"$585,000.00 ",3,3,1910,$306.28 ,House,3,2007,0,None,Seattle,98199,USA
"$381,000.00 ",3,2,1800,$211.67 ,House,5,1950,0,None,Shoreline,98155,USA
"$890,000.00 ",3,2,2060,$432.04 ,House,4,1966,0,None,Kirkland,98033,USA
"$235,000.00 ",3,2,1840,$127.72 ,House,4,1985,0,None,Kent,98030,USA
"$480,000.00 ",3,3,1250,$384.00 ,House,3,2005,0,None,Seattle,98103,USA
"$575,000.00 ",2,1,1510,$380.79 ,House,3,1935,1974,None,Seattle,98199,USA
"$350,000.00 ",4,2,2300,$152.17 ,House,4,1904,0,None,Seattle,98144,USA
"$259,000.00 ",4,2,1490,$173.83 ,House,3,1966,1963,None,Des Moines,98198,USA
"$599,000.00 ",5,3,2820,$212.41 ,House,3,1967,2011,None,Seattle,98117,USA
"$210,000.00 ",4,2,1130,$185.84 ,House,4,1970,0,None,Federal Way,98023,USA
"$1,184,000.00 ",4,3,3200,$370.00 ,House,5,1948,1985,None,Seattle,98115,USA
"$545,000.00 ",3,1,1510,$360.93 ,House,3,1909,2004,None,Seattle,98105,USA
"$299,995.00 ",3,3,1970,$152.28 ,House,3,1988,2000,None,Auburn,98092,USA
"$440,000.00 ",3,1,1210,$363.64 ,House,4,1910,0,None,Seattle,98136,USA
"$699,000.00 ",4,3,3280,$213.11 ,House,3,1996,0,None,Redmond,98053,USA
"$795,000.00 ",3,2,2420,$328.51 ,House,5,1979,0,None,Kirkland,98034,USA
"$445,000.00 ",5,2,2460,$180.89 ,House,5,1911,1984,None,Seattle,98108,USA
"$397,990.00 ",3,1,1180,$337.28 ,House,4,1948,0,None,Seattle,98177,USA
"$706,000.00 ",3,3,1900,$371.58 ,House,5,1942,0,None,Seattle,98105,USA
"$363,000.00 ",3,3,1651,$219.87 ,House,3,2008,0,None,Seattle,98133,USA
"$850,000.00 ",4,2,2130,$399.06 ,House,4,1972,0,None,Mercer Island,98040,USA
"$620,000.00 ",2,1,1430,$433.57 ,House,3,1929,0,None,Seattle,98112,USA
"$1,228,000.00 ",4,3,5730,$214.31 ,House,3,1991,0,None,Sammamish,98074,USA
"$333,000.00 ",4,3,1910,$174.35 ,House,4,1963,0,None,Renton,98059,USA
"$743,000.00 ",3,2,2110,$352.13 ,House,4,1961,2001,None,Mercer Island,98040,USA
"$448,000.00 ",2,2,1630,$274.85 ,House,4,1940,2001,None,Seattle,98107,USA
"$485,000.00 ",4,3,2470,$196.36 ,House,3,1989,0,None,Auburn,98092,USA
"$489,950.00 ",4,2,2640,$185.59 ,House,4,1986,0,None,Auburn,98092,USA
"$498,500.00 ",5,3,2990,$166.72 ,House,3,1996,0,None,Renton,98059,USA
"$531,000.00 ",3,3,2120,$250.47 ,House,3,1988,2000,None,Bothell,98011,USA
"$670,000.00 ",3,3,2050,$326.83 ,House,3,1956,2001,None,Seattle,98116,USA
"$310,000.00 ",5,3,1880,$164.89 ,House,3,1997,0,None,Seattle,98106,USA
"$835,000.00 ",3,3,2790,$299.28 ,House,4,1977,0,None,Des Moines,98198,USA
"$1,688,000.00 ",4,3,3000,$562.67 ,House,3,1937,1994,None,Seattle,98105,USA
"$495,000.00 ",4,3,2140,$231.31 ,House,3,2003,0,None,Seattle,98133,USA
"$495,000.00 ",3,2,1769,$279.82 ,House,4,1955,2009,None,Normandy Park,98166,USA
"$440,000.00 ",3,1,1710,$257.31 ,House,4,1926,1993,None,Seattle,98133,USA
"$280,000.00 ",1,1,420,$666.67 ,House,3,1922,2008,None,Seattle,98108,USA
"$1,070,000.00 ",4,3,3270,$327.22 ,House,3,1989,0,None,Bellevue,98006,USA
"$1,034,500.00 ",4,3,2370,$436.50 ,House,3,2003,0,None,Bellevue,98004,USA
"$248,000.00 ",4,3,1770,$140.11 ,House,3,2003,0,None,Maple Valley,98038,USA
"$294,000.00 ",4,3,2210,$133.03 ,House,3,1990,2009,None,Auburn,98092,USA
"$561,000.00 ",3,2,1710,$328.07 ,House,3,2004,2003,None,Issaquah,98029,USA
"$656,500.00 ",4,2,2710,$242.25 ,House,4,1919,1985,None,Seattle,98115,USA
"$660,000.00 ",3,3,2340,$282.05 ,House,5,1925,0,None,Seattle,98103,USA
"$370,000.00 ",2,1,1220,$303.28 ,House,4,1947,1988,None,Kirkland,98033,USA
"$349,950.00 ",3,1,1060,$330.14 ,House,3,1966,1963,None,Redmond,98052,USA
"$223,000.00 ",2,1,910,$245.05 ,House,3,1957,2000,None,Renton,98058,USA
"$560,000.00 ",4,2,1880,$297.87 ,House,4,1944,0,None,Seattle,98107,USA
"$594,000.00 ",4,2,1870,$317.65 ,House,4,1937,0,None,Seattle,98115,USA
"$600,000.00 ",3,2,1480,$405.41 ,House,4,1914,1945,None,Seattle,98122,USA
"$315,000.00 ",3,3,1880,$167.55 ,House,3,1993,0,None,Kent,98031,USA
"$430,000.00 ",4,2,1890,$227.51 ,House,4,1947,1988,None,Seattle,98125,USA
"$440,000.00 ",3,3,1560,$282.05 ,House,5,1972,0,None,Kirkland,98034,USA
"$312,500.00 ",2,2,1070,$292.06 ,House,3,1999,0,None,Seattle,98103,USA
"$1,240,000.00 ",5,4,4410,$281.18 ,House,3,2006,0,None,Redmond,98052,USA
"$300,000.00 ",3,3,1470,$204.08 ,House,3,2008,0,None,Seattle,98108,USA
"$680,000.00 ",3,3,2570,$264.59 ,House,3,2007,0,None,Issaquah,98029,USA
